date,humidity,temperature,pressure,pm2.5_alt,scattering_coefficient,visual_range,0.3_um_count,5.0_um_count,pm1.0_atm,pm2.5_atm,pm2.5_cf_1,pm10.0_atm,sensor_id,last_modified,sensor_date_created,sensor_last_seen,private,name,location_type,model,hardware,uptime,pa_latency,memory,position_rating,sensor_latitude,sensor_longitude,altitude,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,unique_incident_count,average_size,list_of_sizes,average_distance,list_of_distances,list_of_rel_direction,target,average_size_stand,average_distance_stand,Fire_Indicator,log_0.3_um_count
2019-10-11,15.918,68.038,926.446,3.3,11.4,164.5,761.359,0.8265,3.6135,5.2745,5.2745,5.8725000000000005,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,17.6,10.0,26.7,0.0,,,5.4,,1015.2,,0.0,0.0,,0.0,,,0,1,1,0.0,6.636417573349332
2019-08-27,10.035,90.543,923.192,0.4,1.6,327.9,105.2,0.0625,0.1225,0.2015,0.2015,0.2385,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,22.5,16.7,30.0,0.0,,,10.1,,1010.0,,0.0,0.0,,0.0,,,0,1,1,0.0,4.665324108807838
2019-12-13,55.267,60.675,933.648,0.9,3.0,286.5,200.6605,0.5825,0.4445,0.9785,1.035,1.386,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,15.1,13.3,16.7,,,,7.5,,,,0.0,0.0,,0.0,,,0,1,1,0.0,5.306585590382803
2019-01-23,32.291,54.944,937.922,0.6,2.3,306.6,151.0885,0.353,0.485,0.694,0.694,0.8185,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,9.6,3.9,15.6,0.0,,,5.2,,1028.8,,0.0,0.0,,0.0,,,0,1,1,0.0,5.024462588254275
2019-02-15,70.416,45.442,922.313,0.5,1.7,324.8,111.545,0.6515,0.1815,0.389,0.389,0.7335,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,8.8,6.1,11.1,,,,10.2,,1015.8,,0.0,0.0,,0.0,,,0,1,1,0.0,4.723353141665802
2019-10-23,26.095,75.315,928.581,0.9,3.7,269.3,249.1465,0.1709999999999999,0.379,0.677,0.677,0.7915000000000001,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,21.5,13.9,29.4,,,,6.0,,1014.9,,0.0,0.0,,0.0,,,0,1,1,0.0,5.522046746231294
2019-09-10,57.311,63.878,924.391,0.5,1.9,316.1,129.90099999999998,0.334,0.176,0.437,0.437,0.6649999999999999,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,19.1,13.9,24.4,0.0,,,10.8,,1013.2,,0.0,0.0,,0.0,,,0,1,1,0.0,4.874441312306078
2019-01-11,61.234,52.534,925.498,1.5,4.8,248.2,317.278,0.948,0.986,1.9365,1.9365,2.6335,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,12.5,7.2,17.2,,,,15.1,,1013.2,,0.0,0.0,,0.0,,,0,1,1,0.0,5.762925214714299
2019-08-09,40.42,70.57,925.879,0.8,2.8,292.9,184.1605,0.491,0.522,0.96,0.96,1.194,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,21.1,16.1,27.2,0.0,,,12.0,,1014.4,,0.0,0.0,,0.0,,,0,1,1,0.0,5.2212230165266735
2019-08-29,37.108,78.651,927.001,1.1,3.6,273.0,237.9985,0.3675,0.822,1.3935,1.3935,1.6435,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,21.5,18.9,26.1,0.0,,,13.3,,1016.5,,0.0,0.0,,0.0,,,0,1,1,0.0,5.476457275761188
2019-02-18,56.493,40.94,928.826,0.4,1.4,332.8,95.441,0.387,0.051,0.1725,0.1725,0.3045,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,7.2,2.2,12.8,0.0,,,9.0,,1022.4,,0.0,0.0,,0.0,,,0,1,1,0.0,4.568931422400646
2019-10-08,18.653,77.707,924.335,1.2,4.8,247.6,319.629,0.2455,1.2405,1.668,1.669,1.8355,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,19.9,12.8,30.0,0.0,,,7.3,,1011.2,,0.0,0.0,,0.0,,,0,1,1,0.0,5.770284691480742
2019-09-26,45.313,75.29,923.556,1.6,5.8,229.7,387.7965,0.506,1.61,2.3035,2.3035,2.659,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,22.9,19.4,27.8,0.0,,,21.3,,,,0.0,0.0,,0.0,,,0,1,1,0.0,5.963056070488152
2019-10-22,25.425,73.329,932.621,0.6,2.4,302.3,161.067,0.1669999999999999,0.0655,0.2339999999999999,0.2339999999999999,0.3445,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,20.6,12.2,29.4,,,,7.9,,1020.0,,0.0,0.0,,0.0,,,0,1,1,0.0,5.088009829978561
2019-01-25,29.872,60.11,932.385,1.2,4.6,250.5,309.53599999999994,0.4615,1.077,1.577,1.588,1.7975,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,10.9,4.4,18.3,0.0,,,4.6,,1023.2,,0.0,0.0,,0.0,,,0,1,1,0.0,5.738299836681761
2019-02-23,43.205,49.908,932.653,1.2,4.6,251.9,304.515,0.5565,0.9595,1.4835,1.4835,1.822,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,7.9,1.1,13.9,0.0,,,7.7,,1025.9,,0.0,0.0,,0.0,,,0,1,1,0.0,5.721998877242626
2019-09-04,19.435,85.807,924.546,0.4,1.7,325.5,110.183,0.137,0.2755,0.4195,0.4195,0.5035,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,20.6,16.1,28.9,0.0,,,10.8,,1011.9,,0.0,0.0,,0.0,,,0,1,1,0.0,4.711177492431654
2019-06-27,50.475,64.248,927.945,0.9,3.3,278.8,221.679,0.4649999999999999,0.8075000000000001,1.184,1.184,1.4255,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,17.8,13.3,22.8,0.0,,333.0,17.8,,1018.4,,1.0,3.0,[3],86.10828413512657,[86.10828413512657],['north-east'],1,6,6,0.5,5.405731272556166
2019-01-15,67.612,50.208,919.693,1.2,3.4,276.2,228.9835,1.604,0.5605,1.5665,1.5665,2.8435,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,11.7,10.6,13.3,,,,,,1008.9,,0.0,0.0,,0.0,,,0,1,1,0.0,5.438007567219386
2019-09-12,29.376,77.767,928.596,1.0,4.0,264.1,264.8355,0.2485,0.928,1.305,1.305,1.473,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,23.7,15.6,32.8,0.0,,,8.8,,1015.7,,0.0,0.0,,0.0,,,0,1,1,0.0,5.582877696427895
2019-02-25,57.261,51.776,926.831,1.5,5.7,231.9,378.857,0.666,1.423,2.1595,2.1595,2.595,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,11.6,8.9,13.3,,,,16.4,,1016.5,,0.0,0.0,,0.0,,,0,1,1,0.0,5.939794866106403
2019-06-29,21.086,74.97,927.753,0.5,1.8,319.3,123.097,0.264,0.3695,0.505,0.505,0.6165,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,17.9,11.7,24.4,0.0,,,10.1,,1017.1,,0.0,0.0,,0.0,,,0,1,1,0.0,4.8210635178651815
2019-11-11,21.622,73.104,927.572,2.3,8.5,193.0,566.828,0.365,2.335,3.199,3.199,3.4455,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,16.2,8.9,25.0,0.0,,,2.6,,1016.9,,0.0,0.0,,0.0,,,0,1,1,0.0,6.341818555961447
2019-11-19,45.317,63.371,920.781,0.8,2.7,294.9,179.0635,0.4205,0.383,0.7495,0.7495,1.026,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,14.2,11.7,18.9,,,,11.7,,1007.4,,0.0,0.0,,0.0,,,0,1,1,0.0,5.193309566456539
2019-12-25,62.05,48.726,920.219,0.6,2.2,309.8,143.922,0.487,0.195,0.534,0.534,0.8975,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,9.8,7.8,12.2,,,131.0,17.1,,1009.1,,0.0,0.0,,0.0,,,0,1,1,0.0,4.976195666649285
2019-09-09,47.765,66.332,926.045,0.4,1.5,329.0,103.084,0.2915,0.079,0.228,0.228,0.3205,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,19.3,13.9,25.6,0.0,,,12.3,,1014.0,,0.0,0.0,,0.0,,,0,1,1,0.0,4.645198265441164
2019-10-13,14.982,69.589,922.202,2.7,9.7,180.4,645.4965,0.6235,2.8295,3.99,3.99,4.408,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,16.1,10.0,23.9,0.0,,,7.6,,1010.9,,0.0,0.0,,0.0,,,0,1,1,0.0,6.471567784430823
2019-11-21,43.573,57.757,917.866,1.7,5.6,232.7,375.663,1.0455,1.137,2.2805,2.2805,3.161,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,12.6,7.2,18.9,0.0,,,8.3,,1011.2,,0.0,0.0,,0.0,,,0,1,1,0.0,5.931350888477621
2019-08-19,53.949,67.901,925.083,0.9,3.0,287.1,199.0665,0.4025,0.9995,1.5379999999999998,1.5379999999999998,1.7905,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,18.9,15.6,25.6,,,,,,,,0.0,0.0,,0.0,,,0,1,1,0.0,5.298649811282162
2019-09-13,18.319,85.257,928.192,2.4,8.6,192.1,572.0585,0.476,2.66,3.718,3.72,4.0425,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,25.9,17.2,35.6,0.0,,,8.5,,1014.3,,0.0,0.0,,0.0,,,0,1,1,0.0,6.350987805744315
2019-02-06,64.145,40.824,927.734,0.4,1.5,332.2,96.743,0.439,0.157,0.2225,0.2225,0.37,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,6.8,1.7,12.8,0.0,,,8.0,,1021.8,,0.0,0.0,,0.0,,,0,1,1,0.0,4.58234158504807
2019-01-27,24.245,66.147,932.98,1.3,4.9,245.2,327.9895,0.513,0.9895,1.602,1.6145,1.846,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,12.9,7.8,18.3,0.0,,,3.8,,1021.6,,0.0,0.0,,0.0,,,0,1,1,0.0,5.796025835362464
2019-08-08,24.381,74.088,925.658,2.3,6.5,218.6,435.5735,0.9545,1.9835,3.559,3.559,4.112,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,19.5,15.0,25.0,0.0,,,11.3,,1015.4,,0.0,0.0,,0.0,,,0,1,1,0.0,6.0789567459842395
2019-12-09,61.624,56.153,929.741,1.4,5.0,243.6,334.023,0.373,1.0985,1.7485,1.7485,2.029,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,12.5,11.1,14.4,0.0,,,7.0,,,,0.0,0.0,,0.0,,,0,1,1,0.0,5.8141991861847195
2019-11-17,29.18,68.607,929.724,2.4,8.4,193.7,563.158,0.6485,2.33,3.4085,3.412,3.839,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,15.7,9.4,23.3,0.0,,,2.6,,1017.9,,0.0,0.0,,0.0,,,0,1,1,0.0,6.335334354109631
2019-12-10,59.389,55.933,932.151,3.4,11.1,167.3,739.63,1.0175,3.786,6.016,6.08,6.8865,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,12.8,9.4,16.7,,,,6.4,,1023.3,,0.0,0.0,,0.0,,,0,1,1,0.0,6.60750117535556
2019-07-19,45.039,73.585,923.896,0.4,1.5,329.2,102.6945,0.3875,0.3245,0.4835,0.502,0.6385,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,21.0,15.0,28.3,0.0,,175.0,17.8,,1011.6,,0.0,0.0,,0.0,,,0,1,1,0.0,4.641449076220452
2019-09-03,20.478,82.648,926.594,0.2,0.9,353.4,57.4735,0.056,0.04,0.0775,0.0775,0.101,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,20.2,15.6,26.7,0.0,,,11.2,,1014.8,,0.0,0.0,,0.0,,,0,1,1,0.0,4.068573660153196
2019-02-03,68.988,50.831,912.312,0.3,1.8,321.1,119.2905,0.504,0.24,0.392,0.392,0.636,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,11.9,10.0,13.9,,,,16.0,,,,0.0,0.0,,0.0,,,0,1,1,0.0,4.78990965061884
2019-09-24,27.067,78.372,927.508,0.6,2.5,300.5,165.55599999999998,0.1195,0.342,0.521,0.521,0.598,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,24.8,16.1,35.0,0.0,,,8.3,,1013.6,,0.0,0.0,,0.0,,,0,1,1,0.0,5.1153315892084485
2019-10-12,14.011,70.629,924.495,2.3,7.9,200.2,526.875,0.7,2.136,3.2005,3.2005,3.673,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,17.4,8.9,26.1,0.0,,,7.5,,1012.3,,0.0,0.0,,0.0,,,0,1,1,0.0,6.268859513254108
2019-10-26,14.728,78.56,923.83,9.1,28.8,87.4,1922.707,1.367,9.988,14.508500000000002,15.1,15.642499999999998,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,18.3,12.8,27.8,,,,7.4,,1010.6,,0.0,0.0,,0.0,,,0,1,1,0.0,7.562009332726538
2019-07-14,20.41,83.008,926.446,0.3,1.2,340.8,80.2445,0.3395,0.2355,0.3555,0.3555,0.361,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,20.1,15.0,25.6,0.0,,,10.2,,1015.4,,0.0,0.0,,0.0,,,0,1,1,0.0,4.397463126610927
2019-01-28,26.041,67.384,928.197,1.0,4.2,260.1,277.5735,0.3725,0.688,0.97,0.97,1.0985,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,13.5,9.4,18.3,0.0,,,4.6,,1017.0,,0.0,0.0,,0.0,,,0,1,1,0.0,5.629681938372269
2019-10-01,42.69,56.414,924.765,0.4,1.6,325.7,109.707,0.1455,0.1015,0.2255,0.2255,0.3255,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,14.4,8.3,20.6,0.0,,,9.8,,1015.0,,0.0,0.0,,0.0,,,0,1,1,0.0,4.706887071681082
2019-10-19,43.841,59.701,928.717,0.9,2.8,292.5,185.232,0.625,0.1795,0.7405,0.7405,1.176,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,14.8,8.9,22.8,,,,8.6,,1018.6,,0.0,0.0,,0.0,,,0,1,1,0.0,5.226993208294006
2019-09-30,55.104,55.932,924.557,0.6,2.1,310.3,142.71699999999998,0.54,0.233,0.5875,0.5875,1.0085,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,14.7,11.1,19.4,,,,13.5,,1014.9,,0.0,0.0,,0.0,,,0,1,1,0.0,4.96784608810594
2019-02-01,63.209,54.619,922.091,1.2,4.0,264.0,265.18,0.7150000000000001,0.8535,1.4985,1.4985,1.941,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,13.0,11.1,15.0,,,153.0,21.0,,1009.2,,0.0,0.0,,0.0,,,0,1,1,0.0,5.58417277165841
2019-10-10,19.828,66.803,923.82,2.1,7.6,204.0,506.665,0.812,1.96,2.9605,3.068,3.4825,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,18.7,12.8,25.6,0.0,,,9.3,,1014.3,,0.0,0.0,,0.0,,,0,1,1,0.0,6.229821781227573
2019-12-24,64.163,46.806,921.79,0.6,2.1,312.0,138.924,0.3375,0.174,0.3425,0.3425,0.5650000000000001,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,8.0,4.4,11.1,,,,8.0,,1013.2,,0.0,0.0,,0.0,,,0,1,1,0.0,4.941099418066161
2019-10-20,45.478,62.997,929.325,1.1,3.9,264.8,262.603,0.5569999999999999,0.665,1.1265,1.1265,1.3464999999999998,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,16.5,11.7,23.3,,,,9.7,,1019.5,,0.0,0.0,,0.0,,,0,1,1,0.0,5.5744441834437115
2019-11-06,23.096,71.697,927.029,3.4,12.7,154.3,848.3779999999999,0.5095,4.031499999999999,5.316000000000001,5.316000000000001,5.662,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,13.5,10.0,18.9,,,,4.9,,1016.4,,0.0,0.0,,0.0,,,0,1,1,0.0,6.744504316908
2019-09-07,39.207,71.307,928.319,0.4,1.8,321.1,119.2135,0.1325,0.1875,0.351,0.351,0.4385,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,18.5,15.6,21.7,0.0,,,13.9,,1017.5,,0.0,0.0,,0.0,,,0,1,1,0.0,4.789269328606475
2019-07-02,21.456,73.666,926.642,1.3,4.6,251.4,306.2925,0.5305,1.1845,1.8045,1.8045,2.034,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,18.7,13.9,23.9,0.0,,,10.5,,1015.0,,0.0,0.0,,0.0,,,0,1,1,0.0,5.727800062720805
2019-08-15,17.935,91.738,927.07,1.7,5.8,230.3,385.393,0.503,1.6880000000000002,2.54,2.54,2.7945,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,28.2,20.0,36.7,0.0,,,8.8,,1012.1,,0.0,0.0,,0.0,,,0,1,1,0.0,5.956854986232238
2019-03-01,54.993,52.093,928.882,1.2,4.3,257.9,284.549,0.585,0.891,1.48,1.48,1.8205,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,10.7,6.7,15.0,,,,2.7,,1017.6,,0.0,0.0,,0.0,,,0,1,1,0.0,5.654413643091082
2019-02-13,66.346,49.11,916.622,1.3,4.4,256.0,290.727,1.116,0.9005000000000001,1.8315,1.8335,2.6975,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,13.1,8.9,16.7,,,150.0,30.6,,,,0.0,0.0,,0.0,,,0,1,1,0.0,5.675818433440373
2019-11-18,25.256,71.912,926.506,2.8,10.1,176.7,670.4645,0.4705,2.9615,4.109,4.109,4.423,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,15.7,9.4,23.3,,,,4.7,,1013.3,,0.0,0.0,,0.0,,,0,1,1,0.0,6.509461147849492
2019-11-22,53.507,56.573,928.408,2.0,6.5,219.0,433.7755,1.24,1.4580000000000002,2.833,2.833,3.8775,12869,2018-07-16 17:51:00,2018-07-11 18:43:22,2020-08-20 06:25:16,0,Empire Grade,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,1183,229.0,19584,5,37.10047,-122.14131,2608,12.6,7.8,18.9,,,,6.0,,1020.9,,0.0,0.0,,0.0,,,0,1,1,0.0,6.07482980591337
