humidity,temperature,pressure,pm2.5_alt,scattering_coefficient,visual_range,0.3_um_count,5.0_um_count,pm1.0_atm,pm2.5_atm,pm2.5_cf_1,pm10.0_atm,sensor_id,altitude,tavg,tmin,tmax,prcp,wspd,target,log_0.3_um_count,year,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
1.6753027802818696,-0.019449845230338977,0.2287424473733369,-0.2738364762013152,-0.36074549771697945,1.2911486074251939,-0.3603730917617851,-0.10579519089494344,-0.12442422800879475,-0.15880229603504162,-0.1404318794993611,-0.16713276789568074,-0.6579566909463239,-0.1973869891776108,-0.554377769180965,0.08280273862958241,-0.7957892832910372,-0.2019790592041821,-0.9418754786818172,0,-1.144587114325679,-1.5404016696206055,3.4406484077454125,-0.29839639593095346,-0.3047553611454782,-0.3002224074374394,-0.30330971403201284,-0.29784712687277554,-0.30870783016470765,-0.314575597168803,-0.30547648819498957,-0.31262757654618645,-0.3047553611454782,-0.2754616998660892
1.8863903862050568,-0.019546387100314158,0.16465990944165626,-0.1778502442423178,-0.23020867627315414,-0.06334306164319682,-0.23032693643403557,-0.0006137239873388158,-0.08798660369107533,-0.09936716615353602,-0.10076441127804325,-0.09561356878570325,-0.6579566909463239,-0.1973869891776108,-0.6597033873502504,-0.1498616434238463,-1.1714528040886483,-0.2019790592041821,-1.0513461901435357,0,0.006122069137015736,-1.5404016696206055,3.4406484077454125,-0.29839639593095346,-0.3047553611454782,-0.3002224074374394,-0.30330971403201284,-0.29784712687277554,-0.30870783016470765,-0.314575597168803,-0.30547648819498957,-0.31262757654618645,-0.3047553611454782,-0.2754616998660892
1.6490618958558654,-0.019487173272124552,0.13849586935388206,-0.02701473687817905,-0.023687734884415574,-0.8907582179452725,-0.024647492522402625,-0.01517649403922546,-0.01807665206555402,-0.008940673806198951,-0.0403999200331633,-0.007953799949475098,-0.6579566909463239,-0.1973869891776108,-0.5017149600963222,0.010095119237885836,-0.552712887480818,-0.2019790592041821,-0.8980871940971298,0,0.6872800273265491,-1.5404016696206055,3.4406484077454125,-0.29839639593095346,-0.3047553611454782,-0.3002224074374394,-0.30330971403201284,-0.29784712687277554,-0.30870783016470765,-0.314575597168803,-0.30547648819498957,-0.31262757654618645,-0.3047553611454782,-0.2754616998660892
1.6097328061756138,-0.019534972051821697,0.17371775630079522,0.04611763032867608,0.08931428964904516,-1.1258058520167373,0.08860027638529352,0.04732648983310554,0.02213250208966419,0.04392192348456565,-0.003922676830086665,0.051447100598090094,-0.6579566909463239,-0.1973869891776108,-0.7123661964348932,-0.4843166926256499,-0.6742510853859277,-0.2019790592041821,-0.8324047672200987,0,0.9171921337281543,-1.5404016696206055,3.4406484077454125,-0.29839639593095346,-0.3047553611454782,-0.3002224074374394,-0.30330971403201284,-0.29784712687277554,-0.30870783016470765,-0.314575597168803,-0.30547648819498957,-0.31262757654618645,-0.3047553611454782,-0.2754616998660892
0.9492619952174192,-0.01951786336600331,0.13433340843082656,-0.2052748819448885,-0.23215698704097243,-0.05265907827631199,-0.2320051823132996,-0.1145115934077515,-0.08990653101777309,-0.11684576930693502,-0.11242976704529337,-0.1255199593430744,-0.6579566909463239,-0.1973869891776108,-0.8308575168753395,-0.5570243120173465,-0.9283764082784293,-0.2019790592041821,0.1309374936430246,0,-0.002259109624937708,-1.5404016696206055,3.4406484077454125,-0.29839639593095346,-0.3047553611454782,-0.3002224074374394,-0.30330971403201284,-0.29784712687277554,-0.30870783016470765,-0.314575597168803,-0.30547648819498957,-0.31262757654618645,-0.3047553611454782,-0.2754616998660892
1.8894206603279613,-0.01959035309000654,0.09027493500606742,-0.1687086983414609,-0.17955259630987863,-0.34587506623414965,-0.18002266693764596,-0.1014369896385394,-0.06583569837735953,-0.08704941276669283,-0.09254344680796014,-0.09508584680900764,-0.6579566909463239,-0.1973869891776108,-0.6202062805367685,0.08280273862958241,-1.2266974395000616,-0.2019790592041821,0.26230234739708674,0,0.22653828229366849,-1.5404016696206055,3.4406484077454125,-0.29839639593095346,-0.3047553611454782,-0.3002224074374394,-0.30330971403201284,-0.29784712687277554,-0.30870783016470765,-0.314575597168803,-0.30547648819498957,-0.31262757654618645,-0.3047553611454782,-0.2754616998660892
2.077620025535592,-0.019506559412873305,0.08853250950339363,-0.2829780221021721,-0.37048705155607087,1.4514083579284653,-0.3695436059011714,-0.11525567654908878,-0.12240181345825192,-0.15840833803759458,-0.14016894886598957,-0.1679050439591377,-0.6579566909463239,-0.1973869891776108,-0.2910637237577512,0.5772145504931181,-0.8620828457847332,-0.2019790592041821,2.626869714970207,0,-1.3278205131277205,-1.5404016696206055,3.4406484077454125,-0.29839639593095346,-0.3047553611454782,-0.3002224074374394,-0.30330971403201284,-0.29784712687277554,-0.30870783016470765,-0.314575597168803,-0.30547648819498957,-0.31262757654618645,-0.3047553611454782,-0.2754616998660892
1.9904512890639523,-0.019458288477885714,0.09102168879292741,-0.24641183849874448,-0.33931407927097823,0.9635064508407275,-0.3389248610122533,-0.04780985466644588,-0.11755758401117465,-0.1437924963323105,-0.13041422236790587,-0.1463199279855154,-0.6579566909463239,-0.1973869891776108,-0.4490521510116794,0.010095119237885836,-1.0499146061835387,-0.2019790592041821,0.5031379126128674,0,-0.8228736773840656,-1.5404016696206055,3.4406484077454125,-0.29839639593095346,-0.3047553611454782,-0.3002224074374394,-0.30330971403201284,-0.29784712687277554,-0.30870783016470765,-0.314575597168803,-0.30547648819498957,-0.31262757654618645,-0.3047553611454782,-0.2754616998660892
1.5822669173169461,-0.019475869318994542,0.27143187218885456,-0.26012415735002986,-0.3490556331100697,1.1130822179771145,-0.34927577308047675,-0.07863615623613295,-0.12225149886327913,-0.15270907900786118,-0.13636521903654814,-0.1579748609098535,-0.6579566909463239,-0.1973869891776108,-0.5280463646386435,-0.07715402403214985,-0.9836210436898426,-0.2019790592041821,-1.1170286170205668,0,-0.9637811914863902,-1.5404016696206055,3.4406484077454125,-0.29839639593095346,-0.3047553611454782,-0.3002224074374394,-0.30330971403201284,-0.29784712687277554,-0.30870783016470765,-0.314575597168803,-0.30547648819498957,-0.31262757654618645,-0.3047553611454782,-0.2754616998660892
1.7194674137752668,-0.019377244410973292,0.31746786027141094,-0.23269951964745916,-0.3003478639146125,0.5100307123796187,-0.3009216881295514,-0.08857498105256652,-0.11111455387211419,-0.13935390289440755,-0.1273905200841333,-0.1455219093866099,-0.6579566909463239,-0.1973869891776108,-0.30422942602891184,0.4172577878313859,-0.8620828457847332,-0.2019790592041821,-1.1170286170205668,0,-0.43977697517565656,-1.5404016696206055,3.4406484077454125,-0.29839639593095346,-0.3047553611454782,-0.3002224074374394,-0.30330971403201284,-0.29784712687277554,-0.30870783016470765,-0.314575597168803,-0.30547648819498957,-0.31262757654618645,-0.3047553611454782,-0.2754616998660892
